Year,Price,Region
Q1 1974,7743,North
Q1 1974,9629,Yorks & Humber
Q1 1974,8146,North West
Q1 1974,8845,East Midlands
Q1 1974,9647,West Midlands
Q1 1974,10008,East Anglia
Q1 1974,11007,Outer South East
Q1 1974,12882,Outer Met
Q1 1974,12973,London
Q1 1974,9917,South West
Q1 1974,9254,Wales
Q1 1974,9083,Scotland
Q1 1974,8397,Northern Ireland
Q1 1974,9928,UK
Q1 1975,8151,North
Q1 1975,10301,Yorks & Humber
Q1 1975,8504,North West
Q1 1975,8960,East Midlands
Q1 1975,10104,West Midlands
Q1 1975,10494,East Anglia
Q1 1975,11133,Outer South East
Q1 1975,13278,Outer Met
Q1 1975,13443,London
Q1 1975,10738,South West
Q1 1975,9878,Wales
Q1 1975,9949,Scotland
Q1 1975,9307,Northern Ireland
Q1 1975,10388,UK
Q1 1976,9524,North
Q1 1976,11734,Yorks & Humber
Q1 1976,9298,North West
Q1 1976,9843,East Midlands
Q1 1976,9975,West Midlands
Q1 1976,11092,East Anglia
Q1 1976,12026,Outer South East
Q1 1976,14700,Outer Met
Q1 1976,14685,London
Q1 1976,11461,South West
Q1 1976,11008,Wales
Q1 1976,12365,Scotland
Q1 1976,12068,Northern Ireland
Q1 1976,11519,UK
Q1 1977,10728,North
Q1 1977,12805,Yorks & Humber
Q1 1977,10306,North West
Q1 1977,10550,East Midlands
Q1 1977,11755,West Midlands
Q1 1977,11679,East Anglia
Q1 1977,12628,Outer South East
Q1 1977,15629,Outer Met
Q1 1977,15593,London
Q1 1977,12155,South West
Q1 1977,11826,Wales
Q1 1977,13674,Scotland
Q1 1977,14322,Northern Ireland
Q1 1977,12409,UK
Q1 1978,11893,North
Q1 1978,14337,Yorks & Humber
Q1 1978,11710,North West
Q1 1978,11673,East Midlands
Q1 1978,13158,West Midlands
Q1 1978,13067,East Anglia
Q1 1978,14054,Outer South East
Q1 1978,17288,Outer Met
Q1 1978,17315,London
Q1 1978,13396,South West
Q1 1978,12956,Wales
Q1 1978,15074,Scotland
Q1 1978,16659,Northern Ireland
Q1 1978,13820,UK
Q1 1979,14252,North
Q1 1979,17115,Yorks & Humber
Q1 1979,14906,North West
Q1 1979,14448,East Midlands
Q1 1979,16758,West Midlands
Q1 1979,16511,East Anglia
Q1 1979,18675,Outer South East
Q1 1979,23404,Outer Met
Q1 1979,23493,London
Q1 1979,17470,South West
Q1 1979,16485,Wales
Q1 1979,18085,Scotland
Q1 1979,20692,Northern Ireland
Q1 1979,17793,UK
Q1 1980,17675,North
Q1 1980,21599,Yorks & Humber
Q1 1980,18751,North West
Q1 1980,18574,East Midlands
Q1 1980,20984,West Midlands
Q1 1980,22578,East Anglia
Q1 1980,24780,Outer South East
Q1 1980,29934,Outer Met
Q1 1980,30047,London
Q1 1980,22717,South West
Q1 1980,20768,Wales
Q1 1980,21508,Scotland
Q1 1980,24766,Northern Ireland
Q1 1980,22677,UK
Q1 1981,18362,North
Q1 1981,23742,Yorks & Humber
Q1 1981,19982,North West
Q1 1981,20456,East Midlands
Q1 1981,21840,West Midlands
Q1 1981,24159,East Anglia
Q1 1981,25614,Outer South East
Q1 1981,30961,Outer Met
Q1 1981,30778,London
Q1 1981,24026,South West
Q1 1981,21844,Wales
Q1 1981,22948,Scotland
Q1 1981,23370,Northern Ireland
Q1 1981,23730,UK
Q1 1982,19257,North
Q1 1982,24228,Yorks & Humber
Q1 1982,19991,North West
Q1 1982,20591,East Midlands
Q1 1982,21551,West Midlands
Q1 1982,23753,East Anglia
Q1 1982,25896,Outer South East
Q1 1982,31554,Outer Met
Q1 1982,31404,London
Q1 1982,24212,South West
Q1 1982,22178,Wales
Q1 1982,24388,Scotland
Q1 1982,23080,Northern Ireland
Q1 1982,24177,UK
Q1 1983,20955,North
Q1 1983,25839,Yorks & Humber
Q1 1983,21517,North West
Q1 1983,22521,East Midlands
Q1 1983,23651,West Midlands
Q1 1983,26768,East Anglia
Q1 1983,29314,Outer South East
Q1 1983,35744,Outer Met
Q1 1983,34426,London
Q1 1983,27009,South West
Q1 1983,23849,Wales
Q1 1983,26375,Scotland
Q1 1983,23293,Northern Ireland
Q1 1983,26307,UK
Q1 1984,23540,North
Q1 1984,28417,Yorks & Humber
Q1 1984,23934,North West
Q1 1984,24856,East Midlands
Q1 1984,25830,West Midlands
Q1 1984,30534,East Anglia
Q1 1984,34342,Outer South East
Q1 1984,42484,Outer Met
Q1 1984,41237,London
Q1 1984,30932,South West
Q1 1984,26317,Wales
Q1 1984,29333,Scotland
Q1 1984,25008,Northern Ireland
Q1 1984,29675,UK
Q1 1985,25956,North
Q1 1985,31770,Yorks & Humber
Q1 1985,26592,North West
Q1 1985,28256,East Midlands
Q1 1985,28812,West Midlands
Q1 1985,35108,East Anglia
Q1 1985,39170,Outer South East
Q1 1985,48762,Outer Met
Q1 1985,48635,London
Q1 1985,34721,South West
Q1 1985,28713,Wales
Q1 1985,32755,Scotland
Q1 1985,27265,Northern Ireland
Q1 1985,33200,UK
Q1 1986,27082,North
Q1 1986,33316,Yorks & Humber
Q1 1986,27629,North West
Q1 1986,30336,East Midlands
Q1 1986,29616,West Midlands
Q1 1986,38539,East Anglia
Q1 1986,43605,Outer South East
Q1 1986,54599,Outer Met
Q1 1986,56657,London
Q1 1986,38088,South West
Q1 1986,30229,Wales
Q1 1986,33637,Scotland
Q1 1986,27588,Northern Ireland
Q1 1986,35647,UK
Q1 1987,28917,North
Q1 1987,36587,Yorks & Humber
Q1 1987,29772,North West
Q1 1987,34488,East Midlands
Q1 1987,33204,West Midlands
Q1 1987,45793,East Anglia
Q1 1987,52648,Outer South East
Q1 1987,69736,Outer Met
Q1 1987,72618,London
Q1 1987,44225,South West
Q1 1987,32386,Wales
Q1 1987,35526,Scotland
Q1 1987,27677,Northern Ireland
Q1 1987,40882,UK
Q1 1988,28349,North
Q1 1988,37125,Yorks & Humber
Q1 1988,30891,North West
Q1 1988,37443,East Midlands
Q1 1988,38398,West Midlands
Q1 1988,59721,East Anglia
Q1 1988,64562,Outer South East
Q1 1988,81767,Outer Met
Q1 1988,82886,London
Q1 1988,52980,South West
Q1 1988,33910,Wales
Q1 1988,34356,Scotland
Q1 1988,27626,Northern Ireland
Q1 1988,45091,UK
Q1 1989,37000,North
Q1 1989,56649,Yorks & Humber
Q1 1989,41786,North West
Q1 1989,57812,East Midlands
Q1 1989,56910,West Midlands
Q1 1989,77891,East Anglia
Q1 1989,82536,Outer South East
Q1 1989,98425,Outer Met
Q1 1989,95792,London
Q1 1989,71086,South West
Q1 1989,50694,Wales
Q1 1989,40151,Scotland
Q1 1989,27933,Northern Ireland
Q1 1989,59534,UK
Q1 1990,43781,North
Q1 1990,60698,Yorks & Humber
Q1 1990,52533,North West
Q1 1990,58317,East Midlands
Q1 1990,60373,West Midlands
Q1 1990,63581,East Anglia
Q1 1990,72356,Outer South East
Q1 1990,86572,Outer Met
Q1 1990,91089,London
Q1 1990,65401,South West
Q1 1990,54349,Wales
Q1 1990,45172,Scotland
Q1 1990,29985,Northern Ireland
Q1 1990,59587,UK
Q1 1991,46776,North
Q1 1991,51577,Yorks & Humber
Q1 1991,54837,North West
Q1 1991,51787,East Midlands
Q1 1991,56275,West Midlands
Q1 1991,59305,East Anglia
Q1 1991,62950,Outer South East
Q1 1991,77775,Outer Met
Q1 1991,77146,London
Q1 1991,59768,South West
Q1 1991,48768,Wales
Q1 1991,47415,Scotland
Q1 1991,30490,Northern Ireland
Q1 1991,54547,UK
Q1 1992,46796,North
Q1 1992,53445,Yorks & Humber
Q1 1992,53489,North West
Q1 1992,49563,East Midlands
Q1 1992,55899,West Midlands
Q1 1992,55333,East Anglia
Q1 1992,58463,Outer South East
Q1 1992,74023,Outer Met
Q1 1992,73029,London
Q1 1992,56298,South West
Q1 1992,48558,Wales
Q1 1992,49836,Scotland
Q1 1992,31054,Northern Ireland
Q1 1992,52187,UK
Q1 1993,45687,North
Q1 1993,49095,Yorks & Humber
Q1 1993,51673,North West
Q1 1993,45341,East Midlands
Q1 1993,52141,West Midlands
Q1 1993,50609,East Anglia
Q1 1993,54455,Outer South East
Q1 1993,69297,Outer Met
Q1 1993,66948,London
Q1 1993,53954,South West
Q1 1993,48422,Wales
Q1 1993,52469,Scotland
Q1 1993,34574,Northern Ireland
Q1 1993,50128,UK
Q1 1994,44423,North
Q1 1994,50316,Yorks & Humber
Q1 1994,52600,North West
Q1 1994,47467,East Midlands
Q1 1994,51144,West Midlands
Q1 1994,52514,East Anglia
Q1 1994,55963,Outer South East
Q1 1994,71440,Outer Met
Q1 1994,69332,London
Q1 1994,55596,South West
Q1 1994,48215,Wales
Q1 1994,51970,Scotland
Q1 1994,37942,Northern Ireland
Q1 1994,51327,UK
Q1 1995,45858,North
Q1 1995,47664,Yorks & Humber
Q1 1995,49155,North West
Q1 1995,46955,East Midlands
Q1 1995,52555,West Midlands
Q1 1995,51560,East Anglia
Q1 1995,56278,Outer South East
Q1 1995,71906,Outer Met
Q1 1995,69006,London
Q1 1995,56350,South West
Q1 1995,45355,Wales
Q1 1995,53182,Scotland
Q1 1995,37889,Northern Ireland
Q1 1995,51084,UK
Q1 1996,43402,North
Q1 1996,46498,Yorks & Humber
Q1 1996,49422,North West
Q1 1996,46914,East Midlands
Q1 1996,53802,West Midlands
Q1 1996,52024,East Anglia
Q1 1996,59862,Outer South East
Q1 1996,70831,Outer Met
Q1 1996,70773,London
Q1 1996,56742,South West
Q1 1996,45037,Wales
Q1 1996,53178,Scotland
Q1 1996,41610,Northern Ireland
Q1 1996,51367,UK
Q1 1997,44953,North
Q1 1997,49598,Yorks & Humber
Q1 1997,53215,North West
Q1 1997,50645,East Midlands
Q1 1997,57382,West Midlands
Q1 1997,59804,East Anglia
Q1 1997,65039,Outer South East
Q1 1997,79502,Outer Met
Q1 1997,85378,London
Q1 1997,60539,South West
Q1 1997,48969,Wales
Q1 1997,52927,Scotland
Q1 1997,48052,Northern Ireland
Q1 1997,55810,UK
Q1 1998,47274,North
Q1 1998,53973,Yorks & Humber
Q1 1998,56386,North West
Q1 1998,54705,East Midlands
Q1 1998,61885,West Midlands
Q1 1998,62625,East Anglia
Q1 1998,73261,Outer South East
Q1 1998,96170,Outer Met
Q1 1998,98387,London
Q1 1998,66368,South West
Q1 1998,51174,Wales
Q1 1998,57694,Scotland
Q1 1998,53456,Northern Ireland
Q1 1998,62903,UK
Q1 1999,48349,North
Q1 1999,54523,Yorks & Humber
Q1 1999,59053,North West
Q1 1999,57854,East Midlands
Q1 1999,64706,West Midlands
Q1 1999,68018,East Anglia
Q1 1999,79029,Outer South East
Q1 1999,104271,Outer Met
Q1 1999,111639,London
Q1 1999,71518,South West
Q1 1999,54146,Wales
Q1 1999,60331,Scotland
Q1 1999,59179,Northern Ireland
Q1 1999,67478,UK
Q1 2000,50606,North
Q1 2000,57669,Yorks & Humber
Q1 2000,63218,North West
Q1 2000,64561,East Midlands
Q1 2000,71331,West Midlands
Q1 2000,79080,East Anglia
Q1 2000,95475,Outer South East
Q1 2000,126793,Outer Met
Q1 2000,140148,London
Q1 2000,86060,South West
Q1 2000,59437,Wales
Q1 2000,62829,Scotland
Q1 2000,65462,Northern Ireland
Q1 2000,77698,UK
Q1 2001,54720,North
Q1 2001,62725,Yorks & Humber
Q1 2001,67903,North West
Q1 2001,70637,East Midlands
Q1 2001,79114,West Midlands
Q1 2001,86797,East Anglia
Q1 2001,104100,Outer South East
Q1 2001,136245,Outer Met
Q1 2001,147983,London
Q1 2001,93877,South West
Q1 2001,63432,Wales
Q1 2001,64138,Scotland
Q1 2001,72797,Northern Ireland
Q1 2001,83976,UK
Q1 2002,59504,North
Q1 2002,70166,Yorks & Humber
Q1 2002,76465,North West
Q1 2002,82226,East Midlands
Q1 2002,90632,West Midlands
Q1 2002,102395,East Anglia
Q1 2002,119896,Outer South East
Q1 2002,154478,Outer Met
Q1 2002,171692,London
Q1 2002,110306,South West
Q1 2002,70109,Wales
Q1 2002,69591,Scotland
Q1 2002,76074,Northern Ireland
Q1 2002,95356,UK
Q1 2003,81226,North
Q1 2003,90877,Yorks & Humber
Q1 2003,96147,North West
Q1 2003,107748,East Midlands
Q1 2003,117144,West Midlands
Q1 2003,129735,East Anglia
Q1 2003,156526,Outer South East
Q1 2003,191090,Outer Met
Q1 2003,211891,London
Q1 2003,140709,South West
Q1 2003,87741,Wales
Q1 2003,77980,Scotland
Q1 2003,86655,Northern Ireland
Q1 2003,119938,UK
Q1 2004,108255,North
Q1 2004,116673,Yorks & Humber
Q1 2004,122416,North West
Q1 2004,128579,East Midlands
Q1 2004,134771,West Midlands
Q1 2004,146357,East Anglia
Q1 2004,172364,Outer South East
Q1 2004,206379,Outer Met
Q1 2004,225156,London
Q1 2004,159468,South West
Q1 2004,119690,Wales
Q1 2004,96637,Scotland
Q1 2004,97303,Northern Ireland
Q1 2004,139027,UK
Q1 2005,122827,North
Q1 2005,134728,Yorks & Humber
Q1 2005,140700,North West
Q1 2005,141756,East Midlands
Q1 2005,149575,West Midlands
Q1 2005,158621,East Anglia
Q1 2005,181505,Outer South East
Q1 2005,216435,Outer Met
Q1 2005,233758,London
Q1 2005,172774,South West
Q1 2005,137256,Wales
Q1 2005,111514,Scotland
Q1 2005,109949,Northern Ireland
Q1 2005,152790,UK
Q1 2006,123483,North
Q1 2006,142424,Yorks & Humber
Q1 2006,147805,North West
Q1 2006,143840,East Midlands
Q1 2006,153063,West Midlands
Q1 2006,162386,East Anglia
Q1 2006,187716,Outer South East
Q1 2006,222549,Outer Met
Q1 2006,245755,London
Q1 2006,180974,South West
Q1 2006,141401,Wales
Q1 2006,122363,Scotland
Q1 2006,129321,Northern Ireland
Q1 2006,160319,UK
Q1 2007,129378,North
Q1 2007,151530,Yorks & Humber
Q1 2007,154417,North West
Q1 2007,152560,East Midlands
Q1 2007,160386,West Midlands
Q1 2007,176753,East Anglia
Q1 2007,204371,Outer South East
Q1 2007,245010,Outer Met
Q1 2007,280995,London
Q1 2007,196103,South West
Q1 2007,150017,Wales
Q1 2007,140929,Scotland
Q1 2007,203815,Northern Ireland
Q1 2007,175554,UK
Q1 2008,132349,North
Q1 2008,151764,Yorks & Humber
Q1 2008,154124,North West
Q1 2008,153066,East Midlands
Q1 2008,160715,West Midlands
Q1 2008,179868,East Anglia
Q1 2008,211119,Outer South East
Q1 2008,253880,Outer Met
Q1 2008,296772,London
Q1 2008,196711,South West
Q1 2008,151499,Wales
Q1 2008,149834,Scotland
Q1 2008,196892,Northern Ireland
Q1 2008,179363,UK
Q1 2009,112986,North
Q1 2009,127412,Yorks & Humber
Q1 2009,130572,North West
Q1 2009,126673,East Midlands
Q1 2009,136166,West Midlands
Q1 2009,143987,East Anglia
Q1 2009,172356,Outer South East
Q1 2009,209667,Outer Met
Q1 2009,242678,London
Q1 2009,167470,South West
Q1 2009,123990,Wales
Q1 2009,130975,Scotland
Q1 2009,138537,Northern Ireland
Q1 2009,149709,UK
Q1 2010,115545,North
Q1 2010,136208,Yorks & Humber
Q1 2010,136984,North West
Q1 2010,138974,East Midlands
Q1 2010,145181,West Midlands
Q1 2010,162041,East Anglia
Q1 2010,194621,Outer South East
Q1 2010,235277,Outer Met
Q1 2010,280791,London
Q1 2010,182343,South West
Q1 2010,137148,Wales
Q1 2010,138352,Scotland
Q1 2010,134435,Northern Ireland
Q1 2010,162887,UK
Q1 2011,113863,North
Q1 2011,134967,Yorks & Humber
Q1 2011,137618,North West
Q1 2011,138611,East Midlands
Q1 2011,144265,West Midlands
Q1 2011,162277,East Anglia
Q1 2011,192571,Outer South East
Q1 2011,241573,Outer Met
Q1 2011,286658,London
Q1 2011,181540,South West
Q1 2011,133569,Wales
Q1 2011,135522,Scotland
Q1 2011,119913,Northern Ireland
Q1 2011,162379,UK
Q1 2012,114828,North
Q1 2012,132128,Yorks & Humber
Q1 2012,134550,North West
Q1 2012,139113,East Midlands
Q1 2012,144130,West Midlands
Q1 2012,164285,East Anglia
Q1 2012,196097,Outer South East
Q1 2012,243969,Outer Met
Q1 2012,293375,London
Q1 2012,182272,South West
Q1 2012,129682,Wales
Q1 2012,135242,Scotland
Q1 2012,109562,Northern Ireland
Q1 2012,162722,UK
Q1 2013,112989,North
Q1 2013,131470,Yorks & Humber
Q1 2013,132159,North West
Q1 2013,139718,East Midlands
Q1 2013,144860,West Midlands
Q1 2013,164191,East Anglia
Q1 2013,197564,Outer South East
Q1 2013,247830,Outer Met
Q1 2013,306919,London
Q1 2013,184591,South West
Q1 2013,132971,Wales
Q1 2013,128594,Scotland
Q1 2013,108610,Northern Ireland
Q1 2013,163056,UK
Q1 2014,119702,North
Q1 2014,139775,Yorks & Humber
Q1 2014,141276,North West
Q1 2014,149714,East Midlands
Q1 2014,154690,West Midlands
Q1 2014,179718,East Anglia
Q1 2014,217534,Outer South East
Q1 2014,273998,Outer Met
Q1 2014,362699,London
Q1 2014,198325,South West
Q1 2014,139911,Wales
Q1 2014,138386,Scotland
Q1 2014,114495,Northern Ireland
Q1 2014,178124,UK
Q1 2015,125299,North
Q1 2015,141647,Yorks & Humber
Q1 2015,144145,North West
Q1 2015,158575,East Midlands
Q1 2015,161989,West Midlands
Q1 2015,193772,East Anglia
Q1 2015,235747,Outer South East
Q1 2015,306931,Outer Met
Q1 2015,408780,London
Q1 2015,209585,South West
Q1 2015,139171,Wales
Q1 2015,140180,Scotland
Q1 2015,121052,Northern Ireland
Q1 2015,188566,UK
Q1 2016,123864,North
Q1 2016,144361,Yorks & Humber
Q1 2016,144914,North West
Q1 2016,162082,East Midlands
Q1 2016,168585,West Midlands
Q1 2016,204948,East Anglia
Q1 2016,255325,Outer South East
Q1 2016,344371,Outer Met
Q1 2016,455984,London
Q1 2016,221703,South West
Q1 2016,141525,Wales
Q1 2016,139911,Scotland
Q1 2016,123225,Northern Ireland
Q1 2016,198564,UK
Q2 1974,7733,North
Q2 1974,9803,Yorks & Humber
Q2 1974,8213,North West
Q2 1974,9001,East Midlands
Q2 1974,9736,West Midlands
Q2 1974,10079,East Anglia
Q2 1974,10871,Outer South East
Q2 1974,12981,Outer Met
Q2 1974,13255,London
Q2 1974,10073,South West
Q2 1974,9416,Wales
Q2 1974,9173,Scotland
Q2 1974,8459,Northern Ireland
Q2 1974,10027,UK
Q2 1975,8569,North
Q2 1975,10837,Yorks & Humber
Q2 1975,8698,North West
Q2 1975,9365,East Midlands
Q2 1975,10353,West Midlands
Q2 1975,10605,East Anglia
Q2 1975,11414,Outer South East
Q2 1975,13692,Outer Met
Q2 1975,13818,London
Q2 1975,10972,South West
Q2 1975,10137,Wales
Q2 1975,10543,Scotland
Q2 1975,9855,Northern Ireland
Q2 1975,10728,UK
Q2 1976,9783,North
Q2 1976,11971,Yorks & Humber
Q2 1976,9473,North West
Q2 1976,10051,East Midlands
Q2 1976,11139,West Midlands
Q2 1976,11234,East Anglia
Q2 1976,12142,Outer South East
Q2 1976,15016,Outer Met
Q2 1976,14862,London
Q2 1976,11617,South West
Q2 1976,11266,Wales
Q2 1976,12829,Scotland
Q2 1976,12771,Northern Ireland
Q2 1976,11739,UK
Q2 1977,11097,North
Q2 1977,13067,Yorks & Humber
Q2 1977,10645,North West
Q2 1977,10872,East Midlands
Q2 1977,12093,West Midlands
Q2 1977,11963,East Anglia
Q2 1977,12861,Outer South East
Q2 1977,15896,Outer Met
Q2 1977,15728,London
Q2 1977,12418,South West
Q2 1977,11987,Wales
Q2 1977,13966,Scotland
Q2 1977,15066,Northern Ireland
Q2 1977,12689,UK
Q2 1978,12450,North
Q2 1978,14898,Yorks & Humber
Q2 1978,12146,North West
Q2 1978,11964,East Midlands
Q2 1978,13535,West Midlands
Q2 1978,13492,East Anglia
Q2 1978,14792,Outer South East
Q2 1978,18504,Outer Met
Q2 1978,18410,London
Q2 1978,14206,South West
Q2 1978,13451,Wales
Q2 1978,15618,Scotland
Q2 1978,17858,Northern Ireland
Q2 1978,14491,UK
Q2 1979,15038,North
Q2 1979,18049,Yorks & Humber
Q2 1979,15943,North West
Q2 1979,15633,East Midlands
Q2 1979,17553,West Midlands
Q2 1979,17929,East Anglia
Q2 1979,20082,Outer South East
Q2 1979,24945,Outer Met
Q2 1979,25914,London
Q2 1979,18818,South West
Q2 1979,17863,Wales
Q2 1979,18830,Scotland
Q2 1979,21715,Northern Ireland
Q2 1979,19075,UK
Q2 1980,18232,North
Q2 1980,22770,Yorks & Humber
Q2 1980,19633,North West
Q2 1980,19437,East Midlands
Q2 1980,21651,West Midlands
Q2 1980,23672,East Anglia
Q2 1980,25304,Outer South East
Q2 1980,30438,Outer Met
Q2 1980,30695,London
Q2 1980,23215,South West
Q2 1980,21489,Wales
Q2 1980,22143,Scotland
Q2 1980,24787,Northern Ireland
Q2 1980,23348,UK
Q2 1981,18481,North
Q2 1981,24016,Yorks & Humber
Q2 1981,20417,North West
Q2 1981,20456,East Midlands
Q2 1981,22277,West Midlands
Q2 1981,24230,East Anglia
Q2 1981,26071,Outer South East
Q2 1981,31208,Outer Met
Q2 1981,31143,London
Q2 1981,24514,South West
Q2 1981,21597,Wales
Q2 1981,23774,Scotland
Q2 1981,23163,Northern Ireland
Q2 1981,24098,UK
Q2 1982,19666,North
Q2 1982,24402,Yorks & Humber
Q2 1982,20495,North West
Q2 1982,21204,East Midlands
Q2 1982,22068,West Midlands
Q2 1982,24584,East Anglia
Q2 1982,26701,Outer South East
Q2 1982,32246,Outer Met
Q2 1982,32051,London
Q2 1982,24798,South West
Q2 1982,22285,Wales
Q2 1982,25224,Scotland
Q2 1982,23029,Northern Ireland
Q2 1982,24679,UK
Q2 1983,21784,North
Q2 1983,26852,Yorks & Humber
Q2 1983,22271,North West
Q2 1983,23623,East Midlands
Q2 1983,24082,West Midlands
Q2 1983,27937,East Anglia
Q2 1983,30749,Outer South East
Q2 1983,37764,Outer Met
Q2 1983,36410,London
Q2 1983,28193,South West
Q2 1983,24880,Wales
Q2 1983,27511,Scotland
Q2 1983,23755,Northern Ireland
Q2 1983,27386,UK
Q2 1984,24475,North
Q2 1984,29492,Yorks & Humber
Q2 1984,24882,North West
Q2 1984,26104,East Midlands
Q2 1984,26645,West Midlands
Q2 1984,31915,East Anglia
Q2 1984,35818,Outer South East
Q2 1984,44306,Outer Met
Q2 1984,43253,London
Q2 1984,31564,South West
Q2 1984,27546,Wales
Q2 1984,30573,Scotland
Q2 1984,25468,Northern Ireland
Q2 1984,30833,UK
Q2 1985,26719,North
Q2 1985,32901,Yorks & Humber
Q2 1985,27184,North West
Q2 1985,28894,East Midlands
Q2 1985,29137,West Midlands
Q2 1985,36781,East Anglia
Q2 1985,40528,Outer South East
Q2 1985,50436,Outer Met
Q2 1985,50565,London
Q2 1985,35476,South West
Q2 1985,29557,Wales
Q2 1985,33391,Scotland
Q2 1985,27066,Northern Ireland
Q2 1985,34174,UK
Q2 1986,28387,North
Q2 1986,34244,Yorks & Humber
Q2 1986,28247,North West
Q2 1986,31427,East Midlands
Q2 1986,30305,West Midlands
Q2 1986,40474,East Anglia
Q2 1986,45556,Outer South East
Q2 1986,57122,Outer Met
Q2 1986,59386,London
Q2 1986,39644,South West
Q2 1986,30843,Wales
Q2 1986,34616,Scotland
Q2 1986,28528,Northern Ireland
Q2 1986,37015,UK
Q2 1987,29434,North
Q2 1987,38210,Yorks & Humber
Q2 1987,30429,North West
Q2 1987,35817,East Midlands
Q2 1987,35128,West Midlands
Q2 1987,50276,East Anglia
Q2 1987,56405,Outer South East
Q2 1987,74020,Outer Met
Q2 1987,78015,London
Q2 1987,46744,South West
Q2 1987,33622,Wales
